2628519, 2383704, 3247140

-2155649, -8988672, -4745221

8990470, 5599051, -2031605

9248565, -7521853, 8592677

5535271, 4122039, -4916396

-8751557, 5453204, -8011218

-3415767, 2034749, 4974697

7151715, 9449156, 3187242

-6759841, -6170627, 5142187

-5231617, 4816599, -861090

-6984401, -4717458, 8841425

9995151, 8935472, -5131598

-7440701, 3649231, -3136078

-9661909, -2469037, -7191477

-4005154, 171036, -294558

4454370, -7866727, 1482742

-3094655, -9615391, -9626932

9672591, -400814, 4835007

1244319, -4343230, 1900646

9264051, 7910107, 4191280

9327155, -8669667, 5403447

2305918, -3576546, 388959

-3688921, -5244210, -5384144

-8486002, -9855209, -8213485

-603132, 2929684, 9027727

9414257, -4651913, -250674

-5130520, -6242849, -8362530

4733296, -1373521, -59203

-1914224, 104657, 5238824

3336837, 3075968, 1367961

-8949888, 2480032, -4379552

5489335, -5059735, 5741122

9817507, 4857601, -3472264

2112144, -2714941, -2622673

-8825047, 7838739, -9257770

9239580, 5204785, 2159594

-9918949, 1510975, -7283179

3880112, 1252975, 1291414

1259333, 7768678, -654152

7380295, 3810615, -3380606

9711904, -7045581, -7693499

-1497471, 3661431, -7483693

9547201, 8234022, -9679413

7529504, 5095157, -2462678

960300, 3321831, -5049389

-2420107, -153914, 9654736

-899301, -9949657, -2642892

-3290797, -4343102, -5475643

-1653636, -9116869, -1842785

-7820241, -1356228, 6855670

2681596, -2140100, -4384746

-7902124, 1808456, 5164728

-1267338, -1302413, 4828452

6169560, -346213, 3482113

-5367819, -2185834, -7062089

-2726009, 4726621, -3092383

-5987540, -2999823, -5906088

-1642554, 1773006, -163049

1471248, 8439757, 9150177

-1171691, 3053787, 68398

7609130, 1002874, 4306420

6116807, 5183790, -2184272

-7523681, 2110278, 8659239

7286454, -7014838, -7683600

1417292, 1280093, 1749330

-1976335, 2752295, 3874820

-4798143, -8476110, -6498787

4327555, 6040297, 4906277

-3830192, -6157132, 8233663

6697132, -4331865, 6748710

9737354, -2561881, 1194024

-9303051, 2440343, 9025681

7052044, -3596753, -8860149

-6966557, 2703102, -3549910

-1404070, -6714583, -6693549

-7400413, 9785036, -5617581

-9461173, -8458042, -6494133

-5321324, -2198135, 8665928

708341, 5595399, 7608265

5491499, 2111629, -5484917

